word,df,idf,nidn
overcurr,5,2.651,0016095811
relay,5,2.651,0016095811
select,3,3.056,0016095811
eegbas,3,3.056,0016095811
cybersick,3,3.056,0016095811
game,3,3.056,0016095811
transform,5,2.651,0016095811
predict,3,3.056,0016095811
algorithm,4,2.833,0016095811
fuzzi,7,2.363,0016095811
klasifikasi,4,2.833,0016095811
citra,3,3.056,0016095811
guna,4,2.833,0016095811
data,3,3.056,0016095811
applic,5,2.651,0016095811
identifi,4,2.833,0016095811
design,4,2.833,0016095811
ass,3,3.056,0016095811
method,6,2.497,0016095811
dynam,3,3.056,0016095811
power,4,2.833,0016095811
rout,3,3.056,0016095811
sever,3,3.056,0016095811
eeg,7,2.363,0016095811
rule,3,3.056,0016095811
monitor,4,2.833,0016095811
naïv,3,3.056,0016095811
bay,3,3.056,0016095811
comparison,3,3.056,0016095811
accuraci,4,2.833,0016095811
stroke,3,3.056,0016095811
analysi,9,2.14,0016095811
interest,3,3.056,0016095811
expert,3,3.056,0016095811
human,4,2.833,0016095811
mathemat,3,3.056,0016095811
paramet,4,2.833,0016095811
ultrasound,3,3.056,0016095811
convolut,3,3.056,0016095811
analisis,4,1.569,0018067201
sampah,5,1.386,0018067201
studi,7,1.099,0018067201
wast,7,1.099,0018067201
indonesian,3,1.792,0018067201
solid,3,1.792,0018067201
kelola,3,1.792,0018067201
kota,5,1.386,0018067201
bandung,7,1.099,0018067201
citi,5,1.386,0018067201
case,3,1.792,0018067201
bangka,3,1.792,0018067201
barat,3,1.792,0018067201
belitung,3,1.792,0018067201
masyarakat,3,1.792,0018067201
studi,5,1.504,0017018002
didik,4,1.686,0017018002
nilainilai,3,1.91,0017018002
lalu,3,1.91,0017018002
pengaruh,4,1.686,0017018002
tulis,5,1.504,0017018002
kalimat,3,1.91,0017018002
sederhana,3,1.91,0017018002
bahasa,9,0.993,0017018002
arab,10,0.898,0017018002
siswa,5,1.504,0017018002
kelas,4,1.686,0017018002
bandung,3,1.91,0017018002
guna,3,1.91,0017018002
tingkat,4,1.686,0017018002
ajar,7,1.216,0017018002
analisis,3,1.91,0017018002
charact,3,1.91,0017018002
educ,3,1.91,0017018002
kabupaten,3,1.91,0017018002
knowledg,3,1.099,0026117402
agroindustri,4,0.875,0026117402
innov,3,1.099,0026117402
forest,20,1.374,0009096108
indonesia,12,1.854,0009096108
sektor,3,3.033,0009096108
kalimantan,10,2.021,0009096108
model,13,1.78,0009096108
kabupaten,4,2.809,0009096108
pengaruh,6,2.473,0009096108
kerja,3,3.033,0009096108
deforest,6,2.473,0009096108
use,15,1.646,0009096108
satellit,4,2.809,0009096108
imag,4,2.809,0009096108
island,3,3.033,0009096108
sumatra,7,2.339,0009096108
spatiotempor,3,3.033,0009096108
analysi,8,2.222,0009096108
land,7,2.339,0009096108
tropic,5,2.627,0009096108
landscap,5,2.627,0009096108
provinc,6,2.473,0009096108
case,6,2.473,0009096108
studi,11,1.934,0009096108
stock,3,3.033,0009096108
estim,9,2.116,0009096108
central,3,3.033,0009096108
spatial,6,2.473,0009096108
typolog,3,3.033,0009096108
regenc,3,3.033,0009096108
sumatera,3,3.033,0009096108
biomass,4,2.809,0009096108
water,4,2.809,0009096108
watersh,4,2.809,0009096108
ecolog,3,3.033,0009096108
function,3,3.033,0009096108
smallhold,3,3.033,0009096108
commun,3,3.033,0009096108
kapal,3,3.033,0009096108
ikan,3,3.033,0009096108
riau,3,3.033,0009096108
usaha,3,3.033,0009096108
area,4,2.809,0009096108
mangrov,4,2.809,0009096108
vehicl,3,3.033,0009096108
west,5,2.627,0009096108
sistem,7,2.339,0009096108
informasi,5,2.627,0009096108
kasus,4,2.809,0009096108
palembang,5,2.627,0009096108
bas,4,2.809,0009096108
android,3,3.033,0009096108
analisis,5,2.627,0009096108
kualitas,4,2.809,0009096108
reduc,3,3.033,0009096108
research,3,3.033,0009096108
articl,3,3.033,0009096108
qualiti,3,3.033,0009096108
broiler,3,3.033,0009096108
chicken,3,3.033,0009096108
ass,3,3.033,0009096108
algorithm,3,3.033,0009096108
index,3,3.033,0009096108
camat,3,3.033,0009096108
studi,8,1.099,0005077103
indonesia,16,0.463,0005077103
analisis,5,1.504,0005077103
uang,4,1.686,0005077103
pengaruh,14,0.588,0005077103
tahun,4,1.686,0005077103
bursa,12,0.731,0005077103
efek,12,0.731,0005077103
kasus,3,1.91,0005077103
usaha,16,0.463,0005077103
profitabilitas,12,0.731,0005077103
likuiditas,6,1.35,0005077103
harga,6,1.35,0005077103
saham,8,1.099,0005077103
daftar,10,0.898,0005077103
use,3,1.91,0005077103
subsektor,3,1.91,0005077103
tambang,3,1.91,0005077103
bei,3,1.91,0005077103
periode,7,1.216,0005077103
sektor,10,0.898,0005077103
bijak,3,1.91,0005077103
sub,4,1.686,0005077103
20112015,5,1.504,0005077103
nilai,3,1.91,0005077103
struktur,5,1.504,0005077103
ukur,3,1.91,0005077103
modal,5,1.504,0005077103
data,10,1.452,0016075403
model,12,1.285,0016075403
pattern,5,2.058,0016075403
base,8,1.653,0016075403
fulli,3,2.464,0016075403
commun,4,2.241,0016075403
orient,3,2.464,0016075403
inform,8,1.653,0016075403
fcoim,4,2.241,0016075403
measur,4,2.241,0016075403
qualiti,3,2.464,0016075403
process,6,1.904,0016075403
fingerprint,6,1.904,0016075403
featur,3,2.464,0016075403
access,3,2.464,0016075403
sequenti,4,2.241,0016075403
method,3,2.464,0016075403
identif,3,2.464,0016075403
studi,4,2.241,0016075403
requir,6,1.904,0016075403
system,7,1.771,0016075403
goalori,4,2.241,0016075403
engin,5,2.058,0016075403
fragil,3,2.464,0016075403
watermark,4,2.241,0016075403
use,8,1.653,0016075403
vector,4,2.241,0016075403
map,7,1.771,0016075403
implement,3,2.464,0016075403
comparison,3,2.464,0016075403
organ,3,2.464,0016075403
survey,3,2.464,0016075403
mine,3,2.464,0016075403
ontolog,4,2.241,0016075403
architectur,3,2.464,0016075403
air,15,1.476,0011016804
parameter,3,2.862,0011016804
kualitas,3,2.862,0011016804
bagi,3,2.862,0011016804
hulu,3,2.862,0011016804
sungai,4,2.639,0011016804
jawa,3,2.862,0011016804
barat,4,2.639,0011016804
nutrien,4,2.639,0011016804
fitoplankton,3,2.862,0011016804
jakarta,4,2.639,0011016804
upstream,3,2.862,0011016804
water,10,1.851,0011016804
cultur,3,2.862,0011016804
bay,3,2.862,0011016804
hubung,3,2.862,0011016804
kaji,3,2.862,0011016804
pantai,3,2.862,0011016804
selatan,3,2.862,0011016804
komposisi,3,2.862,0011016804
status,3,2.862,0011016804
lalu,3,2.862,0011016804
beberapa,3,2.862,0011016804
phytoplankton,5,2.457,0011016804
trophic,3,2.862,0011016804
lake,5,2.457,0011016804
diatom,4,2.639,0011016804
guna,3,2.862,0011016804
west,4,2.639,0011016804
java,5,2.457,0011016804
indonesia,4,2.639,0011016804
daya,3,2.862,0011016804
cileungsi,3,2.862,0011016804
limbah,3,2.862,0011016804
use,3,2.862,0011016804
qualiti,3,2.862,0011016804
river,3,2.862,0011016804
base,4,2.639,0011016804
nitrogen,3,2.862,0011016804
diver,3,2.862,0011016804
regenc,4,2.639,0011016804
sumatera,5,2.457,0011016804
provinc,4,2.639,0011016804
distribut,4,2.639,0011016804
pengaruh,3,2.862,0011016804
plankton,3,2.862,0011016804
island,5,2.457,0011016804
earli,3,2.862,0011016804
north,4,2.639,0011016804
media,3,2.862,0011016804
tumbuh,3,2.862,0011016804
commun,3,2.862,0011016804
ass,3,2.862,0011016804
bark,3,1.946,0010108106
extract,8,1.135,0010108106
activ,10,0.934,0010108106
leav,6,1.386,0010108106
plant,4,1.723,0010108106
use,3,1.946,0010108106
test,3,1.946,0010108106
aktivitas,4,1.723,0010108106
mcf7,3,1.946,0010108106
human,4,1.723,0010108106
breast,3,1.946,0010108106
cancer,5,1.54,0010108106
cell,6,1.386,0010108106
line,4,1.723,0010108106
isol,3,1.946,0010108106
ethanol,3,1.946,0010108106
indonesian,3,1.946,0010108106
potensi,3,1.946,0010108106
tanam,4,1.723,0010108106
linn,3,1.946,0010108106
effect,14,1.769,0010067202
temperatur,7,2.398,0010067202
perform,17,1.587,0010067202
emiss,7,2.398,0010067202
characterist,4,2.868,0010067202
small,4,2.868,0010067202
diesel,5,2.686,0010067202
engin,9,2.175,0010067202
run,4,2.868,0010067202
dualfuel,4,2.868,0010067202
mode,5,2.686,0010067202
field,4,2.868,0010067202
test,5,2.686,0010067202
natur,9,2.175,0010067202
vacuum,6,2.531,0010067202
solar,30,1.043,0010067202
desalin,7,2.398,0010067202
system,5,2.686,0010067202
use,14,1.769,0010067202
hybrid,5,2.686,0010067202
collector,15,1.705,0010067202
compress,8,2.28,0010067202
coffe,3,3.091,0010067202
dri,4,2.868,0010067202
indonesian,4,2.868,0010067202
intern,4,2.868,0010067202
bioga,4,2.868,0010067202
indonesia,7,2.398,0010067202
experiment,5,2.686,0010067202
studi,17,1.587,0010067202
prototyp,4,2.868,0010067202
water,10,2.079,0010067202
heater,7,2.398,0010067202
refriger,9,2.175,0010067202
transfer,8,2.28,0010067202
fluid,5,2.686,0010067202
optimasi,3,3.091,0010067202
sumatera,3,3.091,0010067202
utara,3,3.091,0010067202
cfd,3,3.091,0010067202
analysi,7,2.398,0010067202
evapor,3,3.091,0010067202
numer,11,1.992,0010067202
reduct,5,2.686,0010067202
palm,4,2.868,0010067202
oil,3,3.091,0010067202
fruit,3,3.091,0010067202
shell,4,2.868,0010067202
car,3,3.091,0010067202
energyeffici,3,3.091,0010067202
energi,4,2.868,0010067202
heat,16,1.644,0010067202
cycl,6,2.531,0010067202
applic,3,3.091,0010067202
model,4,2.868,0010067202
exchang,5,2.686,0010067202
pipe,4,2.868,0010067202
convect,4,2.868,0010067202
flat,4,2.868,0010067202
plate,4,2.868,0010067202
citi,4,2.868,0010067202
flow,3,3.091,0010067202
rate,3,3.091,0010067202
angl,3,3.091,0010067202
optimum,3,3.091,0010067202
vapor,5,2.686,0010067202
aircondit,3,3.091,0010067202
unit,5,2.686,0010067202
type,5,2.686,0010067202
air,8,2.28,0010067202
simul,5,2.686,0010067202
tube,3,3.091,0010067202
produc,3,3.091,0010067202
r32,3,3.091,0010067202
flatplat,4,2.868,0010067202
panas,4,2.868,0010067202
tenaga,4,2.868,0010067202
surya,4,2.868,0010067202
sistem,4,2.868,0010067202
kolektor,3,3.091,0010067202
kaji,3,3.091,0010067202
thermal,3,3.091,0010067202
pipa,3,3.091,0010067202
alat,3,3.091,0010067202
fuel,4,2.868,0010067202
process,3,3.091,0010067202
comparison,3,3.091,0010067202
peran,7,2.386,0030036404
daya,4,2.856,0030036404
masyarakat,4,2.856,0030036404
desa,7,2.386,0030036404
partisipasi,3,3.08,0030036404
program,10,2.068,0030036404
camat,12,1.901,0030036404
analisis,5,2.674,0030036404
tani,9,2.163,0030036404
padi,8,2.269,0030036404
kabupaten,12,1.901,0030036404
lampung,7,2.386,0030036404
terap,3,3.08,0030036404
sistem,3,3.08,0030036404
meshwork,3,3.08,0030036404
effect,12,1.901,0030036404
hyaluron,3,3.08,0030036404
system,8,2.269,0030036404
cultur,4,2.856,0030036404
suluh,3,3.08,0030036404
teknologi,3,3.08,0030036404
provinsi,3,3.08,0030036404
provinc,5,2.674,0030036404
indonesia,6,2.52,0030036404
float,3,3.08,0030036404
cage,3,3.08,0030036404
white,9,2.163,0030036404
shrimp,8,2.269,0030036404
litopenaeu,7,2.386,0030036404
vannamei,9,2.163,0030036404
thousand,3,3.08,0030036404
island,5,2.674,0030036404
model,4,2.856,0030036404
kampung,3,3.08,0030036404
riau,6,2.52,0030036404
rat,5,2.674,0030036404
budidaya,3,3.08,0030036404
laut,3,3.08,0030036404
pajak,4,2.856,0030036404
studi,6,2.52,0030036404
kota,3,3.08,0030036404
bangun,3,3.08,0030036404
usahatani,3,3.08,0030036404
pringsewu,5,2.674,0030036404
usaha,4,2.856,0030036404
product,3,3.08,0030036404
perform,3,3.08,0030036404
biofloc,3,3.08,0030036404
juvenil,3,3.08,0030036404
water,6,2.52,0030036404
differ,3,3.08,0030036404
feed,3,3.08,0030036404
nodulisporium,3,3.08,0030036404
kt29,3,3.08,0030036404
vibrio,3,3.08,0030036404
harveyi,3,3.08,0030036404
develop,3,3.08,0030036404
area,3,3.08,0030036404
growth,5,2.674,0030036404
bacteria,5,2.674,0030036404
kelompok,4,2.856,0030036404
sawah,3,3.08,0030036404
air,4,2.856,0030036404
regenc,3,3.08,0030036404
siak,3,3.08,0030036404
leaf,3,3.08,0030036404
chang,3,3.08,0030036404
extract,4,2.856,0030036404
isol,3,3.08,0030036404
mangrov,3,3.08,0030036404
protein,10,1.266,0026065905
insulin,4,2.054,0026065905
like,4,2.054,0026065905
growth,8,1.466,0026065905
factori,4,2.054,0026065905
complex,5,1.872,0026065905
plasma,8,1.466,0026065905
medium,3,2.277,0026065905
semen,7,1.584,0026065905
kambing,5,1.872,0026065905
express,4,2.054,0026065905
goat,8,1.466,0026065905
spermatozoa,3,2.277,0026065905
spermatozoon,7,1.584,0026065905
black,3,2.277,0026065905
effect,5,1.872,0026065905
bencana,5,1.872,0026065905
sekolah,3,2.277,0026065905
kabupaten,3,2.277,0026065905
qualiti,6,1.718,0026065905
skim,6,1.718,0026065905
dna,3,2.277,0026065905
bull,5,1.872,0026065905
addit,4,2.054,0026065905
semin,7,1.584,0026065905
increas,4,2.054,0026065905
factor,3,2.277,0026065905
temperatur,4,2.054,0026065905
camat,3,2.277,0026065905
pengaruh,3,2.277,0026065905
crude,3,2.277,0026065905
larginin,3,2.277,0026065905
milk,4,2.054,0026065905
maintain,3,2.277,0026065905
cattl,3,2.277,0026065905
requir,4,2.416,0023117409
butuh,4,2.416,0023117409
sistem,7,1.946,0023117409
system,5,2.234,0023117409
tingkat,5,2.234,0023117409
kualitas,3,2.639,0023117409
dasar,4,2.416,0023117409
studi,6,2.079,0023117409
kasus,6,2.079,0023117409
manajemen,4,2.416,0023117409
teknologi,4,2.416,0023117409
kembang,3,2.639,0023117409
classif,6,2.079,0023117409
guna,11,1.54,0023117409
ancang,3,2.639,0023117409
conceptu,3,2.639,0023117409
model,9,1.723,0023117409
indonesia,3,2.639,0023117409
analisis,3,2.639,0023117409
informasi,5,2.234,0023117409
metode,4,2.416,0023117409
tentu,3,2.639,0023117409
function,3,2.639,0023117409
new,4,2.416,0023117409
measur,6,2.079,0023117409
base,9,1.723,0023117409
approach,7,1.946,0023117409
perangkat,5,2.234,0023117409
lunak,5,2.234,0023117409
use,11,1.54,0023117409
process,3,2.639,0023117409
data,3,2.639,0023117409
aplikasi,3,2.639,0023117409
softwar,4,2.416,0023117409
diagram,5,2.234,0023117409
similar,6,2.079,0023117409
differ,3,2.639,0023117409
endotheli,3,1.386,0009047705
cellselect,3,1.386,0009047705
adhes,3,1.386,0009047705
molecul,3,1.386,0009047705
metastasi,4,1.163,0009047705
colorect,3,1.386,0009047705
cancer,6,0.827,0009047705
carcinoma,3,1.386,0009047705
express,7,0.693,0009047705
growth,3,1.386,0009047705
protein,3,1.386,0009047705
liver3,3,1.386,0009047705
prl3,3,1.386,0009047705
effect,3,1.386,0009047705
komunikasi,4,0.0,0029056603
masyarakat,3,0.223,0029056603
tooth,3,2.708,0004106006
mutan,16,1.261,0004106006
rat,3,2.708,0004106006
dental,4,2.485,0004106006
biofilm,10,1.696,0004106006
effect,16,1.261,0004106006
saliva,7,2.015,0004106006
format,4,2.485,0004106006
streptococcu,11,1.609,0004106006
isol,6,2.148,0004106006
cari,8,1.897,0004106006
cariesfre,5,2.303,0004106006
subject,6,2.148,0004106006
recombin,4,2.485,0004106006
differenti,3,2.708,0004106006
human,11,1.609,0004106006
cell,16,1.261,0004106006
bone,7,2.015,0004106006
cultur,5,2.303,0004106006
prolifer,4,2.485,0004106006
tissu,3,2.708,0004106006
scaffold,4,2.485,0004106006
contracept,3,2.708,0004106006
protein,6,2.148,0004106006
immunoglobulini,3,2.708,0004106006
salivari,4,2.485,0004106006
stem,7,2.015,0004106006
chitosan,7,2.015,0004106006
igi,3,2.708,0004106006
supplement,3,2.708,0004106006
patient,3,2.708,0004106006
candida,4,2.485,0004106006
albican,5,2.303,0004106006
enterococcu,3,2.708,0004106006
faecali,3,2.708,0004106006
analysi,3,2.708,0004106006
evalu,4,2.485,0004106006
earli,4,2.485,0004106006
childhood,4,2.485,0004106006
lactobacillu,3,2.708,0004106006
vitro,4,2.485,0004106006
profil,3,2.708,0004106006
sekam,3,1.386,0018086406
padi,3,1.386,0018086406
sintesis,3,1.386,0018086406
zeolit,4,1.163,0018086406
synthesi,3,1.386,0018086406
bentonit,5,0.981,0018086406
pabrik,3,3.08,0027045301
palm,3,3.08,0027045301
analisis,4,2.856,0027045301
kabupaten,9,2.163,0027045301
beri,5,2.674,0027045301
kembang,3,3.08,0027045301
anak,3,3.08,0027045301
usia,3,3.08,0027045301
turun,3,3.08,0027045301
effect,10,2.068,0027045301
level,4,2.856,0027045301
obes,4,2.856,0027045301
temperatur,4,2.856,0027045301
catalyst,9,2.163,0027045301
methanol,6,2.52,0027045301
synthesi,5,2.674,0027045301
prepar,4,2.856,0027045301
gasif,11,1.981,0027045301
system,4,2.856,0027045301
becc,3,3.08,0027045301
cuoγal2o3,3,3.08,0027045301
adsorb,3,3.08,0027045301
pengaruh,13,1.827,0027045301
latih,3,3.08,0027045301
use,6,2.52,0027045301
hubung,3,3.08,0027045301
tingkat,3,3.08,0027045301
aktivitas,3,3.08,0027045301
fisik,3,3.08,0027045301
ajar,3,3.08,0027045301
tahun,3,3.08,0027045301
model,5,2.674,0027045301
usaha,3,3.08,0027045301
toluen,3,3.08,0027045301
bed,5,2.674,0027045301
metode,4,2.856,0027045301
studi,14,1.758,0027045301
scale,3,3.08,0027045301
aceh,3,3.08,0027045301
barat,3,3.08,0027045301
biomass,5,2.674,0027045301
process,4,2.856,0027045301
kerja,4,2.856,0027045301
indonesia,3,3.08,0027045301
pulp,3,3.08,0027045301
air,3,3.08,0027045301
kelapa,3,3.08,0027045301
pasar,4,2.856,0027045301
kasus,3,3.08,0027045301
dme,3,3.08,0027045301
natur,3,3.08,0027045301
zeolit,3,3.08,0027045301
steam,4,2.856,0027045301
reform,3,3.08,0027045301
product,3,3.08,0027045301
thermodynam,3,3.08,0027045301
sawit,3,3.08,0027045301
atmospher,3,3.08,0027045301
pyrolysi,3,3.08,0027045301
empti,4,2.856,0027045301
fruit,4,2.856,0027045301
bunch,4,2.856,0027045301
hydrotherm,4,2.856,0027045301
treatment,3,3.08,0027045301
kelola,3,1.91,0012027501
sampah,8,1.099,0012027501
kota,4,1.686,0012027501
surabaya,9,0.993,0012027501
limbah,3,1.91,0012027501
rumah,4,1.686,0012027501
tpa,4,1.686,0012027501
potensi,3,1.91,0012027501
solid,3,1.91,0012027501
wast,9,0.993,0012027501
use,4,1.686,0012027501
child,6,0.619,8852920016
treatment,3,1.179,8852920016
lindung,9,0.993,0020056103
desain,4,1.686,0020056103
tata,4,1.686,0020056103
letak,4,1.686,0020056103
sirkuit,4,1.686,0020056103
padu,4,1.686,0020056103
kembang,3,1.91,0020056103
dasar,7,1.216,0020056103
tahun,6,1.35,0020056103
usaha,3,1.91,0020056103
cipta,5,1.504,0020056103
aspek,3,1.91,0020056103
hukum,13,0.657,0020056103
undangundang,5,1.504,0020056103
nomor,5,1.504,0020056103
perspektif,11,0.811,0020056103
landas,3,1.91,0020056103
hak,6,1.35,0020056103
nasional,3,1.91,0020056103
bangun,3,1.91,0020056103
teknologi,3,1.91,0020056103
indonesia,4,1.686,0020056103
use,3,0.223,0017096205
cell,3,0.223,0017096205
sulawesi,6,0.887,0013035401
kabupaten,4,1.224,0013035401
tingkat,3,1.447,0013035401
makassar,3,1.447,0013035401
nisbah,3,1.447,0013035401
kelamin,3,1.447,0013035401
ukur,3,1.447,0013035401
pertama,3,1.447,0013035401
kali,3,1.447,0013035401
matang,3,1.447,0013035401
gonad,4,1.224,0013035401
ikan,4,1.224,0013035401
bleeker,3,1.447,0013035401
air,4,1.224,0013035401
didik,4,1.224,0013035401
hayati,8,1.914,0014106107
azotobacter,15,1.338,0014106107
tingkat,6,2.165,0014106107
guna,3,2.725,0014106107
pupuk,9,1.808,0014106107
tanam,12,1.546,0014106107
pengaruh,4,2.501,0014106107
inokulasi,5,2.319,0014106107
hasil,5,2.319,0014106107
eksopolisakarida,5,2.319,0014106107
kandung,3,2.725,0014106107
kadmium,3,2.725,0014106107
brassica,5,2.319,0014106107
tanah,9,1.808,0014106107
kontaminasi,5,2.319,0014106107
inokulan,5,2.319,0014106107
cair,5,2.319,0014106107
dua,4,2.501,0014106107
growth,10,1.713,0014106107
juncea,4,2.501,0014106107
soil,10,1.713,0014106107
contamin,5,2.319,0014106107
compost,3,2.725,0014106107
fungi,3,2.725,0014106107
jawa,3,2.725,0014106107
barat,3,2.725,0014106107
kendali,3,2.725,0014106107
nematoda,3,2.725,0014106107
bakteri,6,2.165,0014106107
media,4,2.501,0014106107
jagung,4,2.501,0014106107
padat,3,2.725,0014106107
effect,5,2.319,0014106107
biofertil,3,2.725,0014106107
azotobact,11,1.626,0014106107
uptak,3,2.725,0014106107
yield,4,2.501,0014106107
cadmium,3,2.725,0014106107
grown,3,2.725,0014106107
tail,5,2.319,0014106107
indonesia,3,2.725,0014106107
role,3,2.725,0014106107
nitrogen,7,2.031,0014106107
tumbuh,9,1.808,0014106107
sawi,3,2.725,0014106107
aplikasi,8,1.914,0014106107
konsorsium,3,2.725,0014106107
tailing,3,2.725,0014106107
bacteria,4,2.501,0014106107
spp,4,2.501,0014106107
peran,4,2.501,0014106107
organik,6,2.165,0014106107
tani,3,2.725,0014106107
inocul,8,1.914,0014106107
chroococcum,4,2.501,0014106107
serap,3,2.725,0014106107
bahan,3,2.725,0014106107
buru,4,2.501,0014106107
salin,4,2.501,0014106107
isol,3,2.725,0014106107
populasi,5,2.319,0014106107
trichoderma,3,2.725,0014106107
agricultur,4,2.501,0014106107
rizosfer,3,2.725,0014106107
pola,4,2.797,0015126904
duduk,3,3.02,0015126904
lokasi,5,2.615,0015126904
layan,8,2.209,0015126904
ekonomi,3,3.02,0015126904
teknologi,5,2.615,0015126904
informasi,10,2.009,0015126904
komunikasi,5,2.615,0015126904
studi,4,2.797,0015126904
kasus,3,3.02,0015126904
kota,27,1.075,0015126904
yogyakarta,15,1.634,0015126904
analisis,8,2.209,0015126904
indonesia,7,2.327,0015126904
kurang,5,2.615,0015126904
lalu,4,2.797,0015126904
evaluasi,4,2.797,0015126904
bangun,3,3.02,0015126904
camat,5,2.615,0015126904
kabupaten,16,1.574,0015126904
